Closing the Loop for ALMA	ALMA nær mikilvægum áfanga
“We observed the source for 10 months following the event and have concluded that the explanation is unlikely to lie with an extraordinarily bright supernova.	„Við rannsökuðu uppsprettuna í 10 mánuði í kjölfar atburðarins og teljum mjög ólíklegt að um óvenju bjarta sprengistjörnu hafi verið að ræða.
Our results indicate that the event was probably caused by a rapidly spinning supermassive black hole as it destroyed a low-mass star,” explains Leloudas.	Niðurstöður okkar benda til þess að skæra ljósið hafi líklega verið af völdum risasvartholi sem snýst hratt og tortímdi massalítilli stjörnu,“ segir Leloudas.
In this scenario, the extreme gravitational forces of a supermassive black hole, located in the centre of the host galaxy, ripped apart a Sun-like star that wandered too close - a so-called tidal disruption event, something so far only observed about 10 times.	Þegar stjarna sem svipaði til sólarinnar hætti sér of nærri risasvartholinu í miðju vetrarbrautarinnar, tætti gríðarsterkur þyngdarkraftur þess stjörnuna í sundur. Atburður af þessu tagi kallast flóðsundrun og hefur aðeins tugur slíkra atburða sést.
In the process, the star was “spaghettified” and shocks in the colliding debris as well as heat generated in accretion led to a burst of light.	Í leiðinni strekktist á stjörnunni sem varð eins og spaghettí í laginu. Þegar leifarnar rákust saman urðu til höggbylgjur og hiti sem leiddi til geysiskærs ljósblossa.
This gave the event the appearance of a very bright supernova explosion, even though the star would not have become a supernova on its own as it did not have enough mass.	Fyrir vikið leit atburðurinn út eins og mjög björt sprengistjarna, jafnvel þótt stjarna sem tortímis hafi ekki orðið sprengistjarna vegna þess að hún var ekki nægilega efnismikil.
The team based their new conclusions on observations from a selection of telescopes, both on the ground and in space.	Stjörnufræðingarnir byggja niðurstöður sínar á mælingum sem gerðar voru með fjölda sjónauka á jörðu niðri og í geimnum.
Among them was the Very Large Telescope at ESOs Paranal Observatory, the New Technology Telescope at ESOs La Silla Observatory and the NASA/ESA Hubble Space Telescope[1].	Þeirra á meðal Very Large Telescope ESO í Paranal stjörnustöðinni, New Technology Telescope í La Silla stjörnustöðinni og Hubble geimsjónauka NASA og ESA [1].
The observations with the NTT were made as part of the Public ESO Spectroscopic Survey of Transient Objects (PESSTO).	Mælingar með NTT voru hluti af Public ESO Spectroscopic Survey of Transient Objects (PESSTO).
“There are several independent aspects to the observations that suggest that this event was indeed a tidal disruption and not a superluminous supernova,” explains coauthor Morgan Fraser from the University of Cambridge, UK (now at University College Dublin, Ireland).	„Nokkrar sjálfstæðar hliðar eru á mælingunum sem benda til þess að um hafi verið að ræða flóðsundrun en ekki ofurbjarta sprengistjörnu,“ segir Morgan Fraser, meðhöfundur greinarinnar um rannsóknina, þá við Cambridge háskóla í Bretlandi (nú í University College Dublin á Írlandi).
In particular, the data revealed that the event went through three distinct phases over the 10 months of follow-up observations.	Mælingarnar sýna að atburðurinn átti sér stað á þremur mismunandi stigum yfir þá tíu mánuði sem mælingarnar stóðu yfir.
These data overall more closely resemble what is expected for a tidal disruption than a superluminous supernova.	Gögnin líkjast miklu fremur því sem búast má við ef um flóðsundrun var að ræða en ofurbjarta sprengistjörnu.
An observed re-brightening in ultraviolet light as well as a temperature increase further reduce the likelihood of a supernova event.	Birtuaukning í útfjólubláu ljósi sem og hitastigsaukning passar heldur ekki við sprengistjörnuskýringuna.
Furthermore, the location of the event - a red, massive and passive galaxy - is not the usual home for a superluminous supernova explosion, which normally occur in blue, star-formingdwarf galaxies.	Auk þess átti atburðurinn sér stað í rauðleitri, efnismikilli og rólegri vetrarbraut sem er ekki dæmigerð fyrir ofurbjartar sprengistjörnur sem venjulega eiga sér stað í litlum, bláleitum hrinuvetrarbrautum.
Although the team say a supernova source is therefore very unlikely, they accept that a classical tidal disruption event would not be an adequate explanation for the event either. Team member Nicholas Stone from Columbia University, USA, elaborates:	Þótt stjörnufræðingarnir telji að sprengistjarna sé ólíkleg skýring, viðurkenna þeir að hefðbundin flóðsundrun ein og sér dugi heldur ekki til að útskýra mælingarnar.
“The tidal disruption event we propose cannot be explained with a non-spinning supermassive black hole. We argue that ASASSN-15lh was a tidal disruption event arising from a very particular kind of black hole.”	„Til að hægt sé að útskýra ASASSN-15lh með flóðsundrun, verður atburðurinn að hafa átt sér stað í námunda við tiltekna tegund svarthols,“ segir Nicholas Stone við Columbia háskóla í Bandaríkjunum.
The mass of the host galaxy implies that the supermassive black hole at its centre has a mass of at least 100 million times that of the Sun.	Massi hýsivetrarbrautarinnar bendir til þess að risasvartholið í miðjunni sé að minnsta kosti 100 milljón sinnum efnismeira en sólin.
A black hole of this mass would normally be unable to disrupt stars outside of its event horizon - the boundary within which nothing is able to escape its gravitational pull.	Svo massamikið svarthol ætti alla jafna ekki að geta sundrað stjörnum sem eru fyrir utan sjóndeildina - þau mörk þar sem ekkert sleppur burt frá svartholinu.
However, if the black hole is a particular kind that happens to be rapidly spinning - a so-called Kerr black hole - the situation changes and this limit no longer applies.	Ef svartholið er hins vegar af sérsakri tegund sem snýst hratt - svokallað Kerr svarthol - gildir sú regla ekki og aðstæður eru allt aðrar.
“Even with all the collected data we cannot say with 100% certainty that the ASASSN-15lh event was a tidal disruption event,” concludes Leloudas.	„Þrátt fyrir allt það sem mælingarnar segja okkur getum við ekki sagt með fullri vissu að ASASSN-15lh atburðurinn hafi verið flóðsundrun,“ segir Leloudas.
“But it is by far the most likely explanation.”	„En það er lang líklegasta skýringin.“
Notes	Skýringar
[1] As well as the data from ESOs Very Large Telescope, the New Technology Telescope and the NASA/ESA Hubble Space Telescope the team used observations from NASAs Swift telescope, the Las Cumbres Observatory Global Telescope (LCOGT), the Australia Telescope Compact Array, ESAs XMM-Newton, the Wide-Field Spectrograph (WiFeS) and the Magellan Telescope.	[1] Fyrir utan gögn frá Very Large Telescope ESO, New Technology Telescope og Hubble geimsjónauka NASA og ESA notuðu stjörnufræðingarnir líka mælingar frá NASAs Swift telescope, Las Cumbres Observatory Global Telescope (LCOGT), Australia Telescope Compact Array, ESA XMM-Newton, Wide-Field Spectrograph (WiFeS) og Magellan Telescope.
First Light for Band 5 at ALMA	Band 5 í ALMA tekið í notkun
New receivers improve ALMAs ability to search for water in the Universe	Nýir móttakarar bæta getu ALMA til að leita að vatni í alheiminum
The Atacama Large Millimeter/submillimeter Array (ALMA) in Chile has begun observing in a new range of the electromagnetic spectrum.	Mælingar á nýju tíðnibili í rafsegulrófinu eru hafnar með Atacama Large Millimeter/submillimeter Array (ALMA) í Chile.
This has been made possible thanks to new receivers installed at the telescopes antennas, which can detect radio waves with wavelengths from 1.4 to 1.8 millimetres - a range previously untapped by ALMA.	Nýir móttakarar sem settir voru upp í loftnetunum og nema útvarpsbylgjur með milli 1,4 og 1,8 millímetra bylgjulengd - sem ALMA gat ekki áður mælt - gera þetta kleift.
This upgrade allows astronomers to detect faint signals of water in the nearby Universe.	Stjörnufræðingar geta því nú mælt dauf merki um vatn í nágrenni okkar í alheiminum.
ALMA observes radio waves from the Universe, at the low-energy end of the electromagnetic spectrum.	ALMA nemur útvarpsbylgjur utan úr geimnum í lágorkuenda rafsegulrófsins.
With the newly installed Band 5 receivers, ALMA has now opened its eyes to a whole new section of this radio spectrum, creating exciting new observational possibilities.	Með nýju Band 5 móttökurunum hafa augu ALMA opnast fyrir nýju sviði rafsegulrófsins og um leið nýir rannsóknarmöguleikar.
“The new receivers will make it much easier to detect water, a prerequisite for life as we know it, in our Solar System and in more distant regions of our galaxy and beyond.	„Nýju móttakararnir auðvelda okkur leitina að vatni, sem er nauðsynlegt lífi eins og við þekkjum það, í sólkerfinu, í Vetrarbrautinni og utan hennar.
They will also allow ALMA to search for ionised carbon in the primordial Universe.”	Móttakararnir gera ALMA ennfremur kleift að leita að jónuðu kolefni í árdaga alheimsins,“ sagði Leonardo Testi, verkefnisstjóri ALMA fyrir hönd Evrópu.
It is ALMAs unique location, 5000 metres up on the barren Chajnantor plateau in Chile, that makes such an observation possible in the first place.	ALMA er í 5000 metra hæð yfir sjávarmáli á Chajnantor hásléttunni í Chile og hentar því ákaflega vel fyrir rannsóknir af þessu tagi.
As water is also present in Earths atmosphere, observatories in less elevated and less arid environments have much more difficulty identifying the origin of the emission coming from space.	Vatn í lofthjúpi Jarðar gerir stjörnustöðvar í minni hæð og rakara umhverfi ekki jafn vel í stakk búnar til að mæla geislun af þessu tagi.
ALMAs great sensitivity and high angular resolution mean that even faint signals of water in the local Universe can now be imaged at this wavelength [1].	Næmni og greinigæði ALMA þýðir að nú er hægt að nema jafnvel dauf merki um vatn í nágrenni okkar í alheiminum á þessari bylgjulengd [1].
The Band 5 receiver, which was developed by the Group for Advanced Receiver Development (GARD) at Onsala Space Observatory, Chalmers University of Technology, Sweden, has already been tested at the APEX telescope in the SEPIA instrument.	Band 5 móttakarinn, sem var þróaður af Group for Advanced Receiver Development (GARD) í Onsala Space Observatory hjá Chalmers tækniháskólanum í Svíþjóð, hafði þegar verið prófaður í APEX sjónaukanum í SEPIA mælitækinu.
These observations were also vital to help select suitable targets for the first receiver tests with ALMA.	Mælingarnar voru gerðar til að hjálpa til við að finna viðfangsefni fyrir fyrstu prófanir með ALMA.
The first production receivers were built and delivered to ALMA in the first half of 2015 by a consortium consisting of the Netherlands Research School for Astronomy (NOVA) and GARD in partnership with the National Radio Astronomy Observatory (NRAO), which contributed the local oscillator to the project.	Fyrstu móttakararnir voru smíðaðir og afhentir ALMA á fyrri hluta árs 2015 af samstarfshópi sem samanstóð af Netherlands Research School for Astronomy (NOVA) og GARD, í samvinnu við National Radio Astronomy Observatory (NRAO) sem lagði til sveiflusjána fyrir verkefnið.
The receivers are now installed and being prepared for use by the community of astronomers.	Móttökurunum hefur nú verið komið fyrir í loftnetunum.
To test the newly installed receivers observations were made of several objects including the colliding galaxies Arp 220, a massive region of star formation close to the centre of the Milky Way, and also a dusty red supergiant star approaching the supernova explosion that will end its life [2].	Til að prófa nýju móttakarana voru mælingar gerðar á nokkrum fyrirbærum, þar á meðal samruna vetrarbrauta, Arp 220, stóru stjörnumyndunarsvæði nálægt miðju Vetrarbrautarinnar og rykuga rauða ofurrisastjörnu sem gæti sprungið þá og þegar [2].
To process the data and check its quality, astronomers, along with technical specialists from ESO and the European ALMA Regional Centre (ARC) network, gathered at the Onsala Space Observatory in Sweden, for a "Band 5 Busy Week" hosted by the Nordic ARC node[3].	Til að vinna úr gögnunum og kanna gæði þeirra komu stjörnufræðingar og tæknimenn frá ESO og European ALMA Regional Centre (ARC) saman í Onsala Space Observatory í Svíþjóð fyrir „Band 5 Busy Week“ sem Nordic ARC tengiliðurinn hýsti [3].
The final results have just been made freely available to the astronomical community worldwide.	Lokaniðurstöðurnar hafa verið gerðar opinberar.
“It's very exciting to see these first results from ALMA Band 5 using a limited set of antennas.	„Það er afar spennandi að sjá þessar fyrstu niðurstöður frá ALMA Band 5 með nokkrum loftnetum.
In the future, the high sensitivity and angular resolution of the full ALMA array will allow us to make detailed studies of water in a wide range of objects including forming and evolved stars, the interstellar medium and regions close to supermassive black holes.”	Í framtíðinni verður ALMA nýtt til hins ítrasta til að rannsaka nákvæmlega fjölda fyrirbæra, þar á meðal stjörnur í mótun, miðgeimsryk og svæði nálægt risasvartholum,“ sagði Robert Laing hjá ESO um mælingar ALMA Band 5.
Notes	Skýringar
[1] A key spectral signature of water lies in this expanded range - at a wavelength of 1.64 millimetres.	[1] Lykil litrófsummerki vatns er á þessu tíðnisviði með bylgjulengdina 1,64 millímetrar.
[2] The observations were performed and made possible by the ALMA Extension of Capabilities team in Chile.	[2] ALMA Extension of Capabilities hópurinn í Chile gerði mælingarnar mögulegar.
[3] The ESO Band 5 Science Verification team includes:	[3] Í ESO Band 5 Science Verification hópnum eru:
Elizabeth Humphreys, Tony Mroczkowski, Robert Laing, Katharina Immer, Hau-Yu (Baobab) Liu, Andy Biggs, Gianni Marconi and Leonardo Testi.	Elizabeth Humphreys, Tony Mroczkowski, Robert Laing, Katharina Immer, Hau-Yu (Baobab) Liu, Andy Biggs, Gianni Marconi og Leonardo Testi.
The team working on processing the data included:	Gagnaúrvinnsluhópurinn samanstóð af:
Tobia Carozzi, Simon Casey, Sabine König, Ana Lopez-Sepulcre, Matthias Maercker, Iván Martí-Vidal, Lydia Moser, Sebastien Muller, Anita Richards, Daniel Tafoya and Wouter Vlemmings.	Tobia Carozzi, Simon Casey, Sabine König, Ana Lopez-Sepulcre, Matthias Maercker, Iván Martí-Vidal, Lydia Moser, Sebastien Muller, Anita Richards, Daniel Tafoya og Wouter Vlemmings.
Hidden Secrets of Orions Clouds	Leyndardómar Óríonsskýja
VISTA survey gives most detailed view of Orion A molecular cloud in the near-infrared	VISTA kortleggur Orion A sameindaskýið í nær-innrauðu ljósi
This spectacular new image is one of the largest near-infrared high-resolution mosaics of the Orion A molecular cloud, the nearest known massive star factory, lying about 1350 light-years from Earth.	Þessi glæsilega mynd er ein stærsta en nákvæmasta nær-innrauða ljósmyndin sem tekin hefur verið af Orion A sameindaskýinu, nálægasta stjörnumyndunarsvæði við Jörðina, um 1350 ljósár í burtu frá Jörðinni.
It was taken using the VISTA infrared survey telescope at ESOs Paranal Observatory in northern Chile and reveals many young stars and other objects normally buried deep inside the dusty clouds.	Myndin var tekin með innrauða kortlagningarsjónaukanum VISTA í Paranal stjörnustöð ESO í norðurhluta Chile. Á henni sjást margar ungar stjörnur og önnur fyribæri sem alla jafna eru grafnar djúpt innan í rykskýjunum.
The new image from the VISION survey (VIenna Survey In Orion) is a montage of images taken in the near-infrared part of the spectrum [1] by the VISTA survey telescope at ESOs Paranal Observatory in Chile.	Nýja myndin kemur úr VISION kortlagnarverkefninu (Vienna Survey in Orion) en hún er sett saman úr myndum sem teknar voru af nær-innrauðu ljósi[1] með VISTA kortlagningarsjónaukanum í Paranal stjörnustöðinni í Chile.
It covers the whole of the Orion A molecular cloud, one of the two giant molecular clouds in the Orion molecular cloud complex (OMC).	Á henni sést Orion A sameindaskýið í heild sinni en það er annað tveggja risameindaskýja í Óríon.
Orion A extends for approximately eight degrees to the south of the familiar part of Orion known as the sword [2].	Orion A nær um það bil átta gráður í suður frá hinu fræga sverði stjörnumerkisins Óríons.
VISTA is the worlds largest dedicated survey telescope, and has a large field of view imaged with very sensitive infrared detectors, characteristics that made it ideal for obtaining the deep, high-quality infrared images required by this ambitious survey.	VISTA er stærsti kortlagningarsjónauki heims og hefur vítt sjónsvið með mjög næmum innrauðum ljósnemum sem gera hann kjörinn í að taka djúpar hágæða innrauðar ljósmyndir eins og í þessu metnaðarfulla verekfni.
The VISION survey has resulted in a catalogue containing almost 800 000 individually identified stars, young stellar objects and distant galaxies, This represents better depth and coverage than any other survey of this region to date [3].	VISION verkefnið hefur leitt af sér skrá sem inniheldur næstum 800.000 stjörnur, stjörnur í fæðingu og fjarlægar vetrarbrautir. Þetta er miklu viðameiri kortlangin en nokkur önnur á svæðinu til þessa [3].
VISTA can see light that the human eye cannot, allowing astronomers to identify many otherwise hidden objects in the stellar nursery.	VISTA nemur ljós sem mannsaugað greinir ekki og gerir stjörnufræðingum kleift að sjá falin fyrirbæri á svæðinu.
Very young stars that cannot be seen in visible-light images are revealed when observed at longer infrared wavelengths, where the dust that shrouds them is more transparent.	Ungar stjörnur, sem sjást ekki í sýnilegu ljósi, koma í ljós þegar gerðar eru mælingar á löngum innrauðum bylgjulengdum því rykið sem umlykur þær verður gegnsærra.
The new image represents a step towards a complete picture of the star formation processes in Orion A, for both low and high mass stars.	Nýja myndin er skref í átt að heildarmynd af myndunarferlum stjarna í Orion A, bæði fyrir lágmassa- og hámassastjörnur.
The most spectacular object is the glorious Orion Nebula, also called Messier 42[4] seen towards the left of the image.	Tignarlegasta fyrirbærið er hin glæsilega Sverðþoka, einnig kölluð Messier 42[4], sem sést vinstra megin á myndinni.
This region forms part of the sword of the famous bright constellation of Orion (The Hunter).	Svæðið er hluti af sverði stjörnumerkisins Óríons.
The VISTA catalogue covers both familiar objects and new discoveries. These include five new young stellar object candidates and ten candidate galaxy clusters.	VISTA skráin nær yfir bæði kunnugleg fyrirbæri og ný, þar á meðal ungar stjörnur í mótun og mögulega tíu vetrarbrautaþyrpingar.
Elsewhere in the image, we can look into Orion As dark molecular clouds and spot many hidden treasures, including discs of material that could give birth to new stars (pre-stellar discs), nebulosity associated with newly-born stars (Herbig-Haro objects), smaller star clusters and even galaxy clusters lying far beyond the Milky Way.	Annars staðar á myndinni sjáum við inn í dökku sameindaskýin í Óríon og koma þá mörg falin fyrirbæri í ljós, þar á meðal efnisskífur sem gætu leitt til myndunar nýrra stjarna, þokur tengdar nýfæddum stjörnum (Herbig-Haro fyrirbæri), smærri stjörnuþyrpingar og jafnvel vetrarbrautaþyrpingar langt fyrir utan Vetrarbrautina okkar.
The VISION survey allows the earliest evolutionary phases of young stars within nearby molecular clouds to be systematically studied.	VISION kortlagningin gerir stjörnufræðingum kleift að rannsaka fyrstu þróunarstig ungra stjarna í nálægum sameindaskýjum.
This impressively detailed image of Orion A establishes a new observational foundation for further studies of star and cluster formation and once again highlights the power of the VISTA telescope to image wide areas of sky quickly and deeply in the near-infrared part of the spectrum [5].	Þessi glæsilega mynd af Orion A leggur grunninn að frekari rannsóknum á myndun stjarna og þyrpinga og sýnir um leið, enn einu sinni, getu VISTA sjónaukans til að taka myndir af stórum svæðum á himninum hratt og djúpt á nær-innrauða sviðinu [5].
Notes	Skýringar
[1] The VISION survey covers approximately 18.3 square degrees at a scale of about one-third of an arcsecond per pixel.	[1] VISION kortlagningin þekur um það bil 16,3 fergráður og upplausnin er um það bil þriðjungur úr bogasekúndu á hverja myndeiningu.
[2] The other giant molecular cloud in the Orion Molecular Cloud is Orion B, which lies east of Orions Belt.	[2] Hitt stóra Orion sameindaskýið er Orion B, austan við belti Óríons.
[3] The complete VISION survey includes an even larger region than is shown in this picture, which covers 39 578 x 23 069 pixels.	[3] Heildarkortlagningin nær yfir enn stærra svæði en sést á myndinni sem er 39.578 x 28.069 pixlar.
[4] The Orion nebula was first described in the early seventeenth century although the identity of the discoverer is uncertain.	[4] Sverðþokunni í Óríon var fyrst lýst snemma á 17. öld en ekki er víst hver uppgötvaði hana.
The French comet-hunter Messier made an accurate sketch of its main features in the mid-eighteenth century and gave it the number 42 in his famous catalogue.	Franski halastjörnuleitarinn Messier gerði nákvæma teikningu af henni um miðja 18. öld og gaf henni númerið 42 í frægri skrá sinni.
He also allocated the number 43 to the smaller detached region just north of the main part of the nebula.	Hann gaf líka öðru svæði skammt norðan við þokuna númerið 424.
Later William Herschel speculated that the nebula might be “the chaotic material of future suns” and astronomers have since discovered that the mist is indeed gas glowing in the fierce ultraviolet light from young hot stars that have recently formed there.	Síðar gat William Herschel sér til um að þokan gæti verið „óreiðukennt efni fyrir sólir framtíðarinnar“ og stjörnufræðingar hafa síðan uppgötvað að mistrið er einmitt gas sem glóir fyrir tilverkan útfjólublás ljóss frá ungum heitum stjörnum sem hafa myndast þar nýlega.
[5] The successful VISION survey of Orion will be followed by a new, bigger public survey of other star-forming regions with VISTA, called VISIONS, which will start in April 2017.	[5] VISION kortlagningunni á Óríon verður fylgt eftir með nýrri, umfangsmeiri kortlagningu á öðrum stjörnumyndunarsvæðum með VISTA, kölluð VISIONS, sem hefst í apríl 2017.
VLT to Search for Planets in Alpha Centauri System	VLT leitar að reikistjörnum í Alfa Centauri kerfinu
ESO Signs Agreement with Breakthrough Initiatives	ESO gerir samning við Breakthrough Initiatives
ESO has signed an agreement with the Breakthrough Initiatives to adapt the Very Large Telescope instrumentation in Chile to conduct a search for planets in the nearby star system Alpha Centauri.	ESO hefur gert samning við Breakthrough Initiatives um að aðlaga tækjabúnað Very Large Telescope í Chile til leitar að reikistjörnum við næstu stjörnu, Alfa Centauri.
Such planets could be the targets for an eventual launch of miniature space probes by the Breakthrough Starshot initiative.	Slíkar reikistjörnur gætu orðið viðfangsefni agnarsmárra geimkanna Breakthrough Starshot verkefnisins.
ESO, represented by the Director General, Tim de Zeeuw, has signed an agreement with the Breakthrough Initiatives, represented by Pete Worden, Chairman of the Breakthrough Prize Foundation and Executive Director of the Breakthrough Initiatives.	Samingur á milli ESO og Breakthrough Initiatives var undirritaður af Tim de Zeeuw, framkvæmdarstjóra ESO, og Pete Worden, stjórnarformanns Breakthrough Prize Foundation og framkvæmdarstjóra Breakthrough Initiatives.
The agreement provides funds for the VISIR (VLT Imager and Spectrometer for mid-Infrared) instrument, mounted at ESOs Very Large Telescope (VLT) to be modified in order to greatly enhance its ability to search for potentially habitable planets around Alpha Centauri, the closest stellar system to the Earth.	Samningurinn felur í sig fjármögnun á uppfærslu VISIR (VLT Imager and Spectrometer for mid-infrared) mælitækisins á Very Large Telescope (VLT) ESO til þess að efla getu þess til að leita að mögulega lífvænlegum reikistjörnum í kringum Alfa Centauri, nálægasta stjörnukerfinu við Jörðina.
The agreement also provides for telescope time to allow a careful search programme to be conducted in 2019.	Samningurinn innfelur líka mælingatíma í sjónaukanum til að leyfa nákvæma leit sem hefst árið 2019.
The discovery in 2016 of a planet, Proxima b, around Proxima Centauri, the third and faintest star of the Alpha Centauri system, adds even further impetus to this search.	Árið 2016 fannst reikistjarnan Proxima b í kringum Proxima Centauri, þriðju og daufustu stjörnuna í Alfa Centauri kerfinu sem hvetur menn til frekari leitar.
Knowing where the nearest exoplanets are is of paramount interest for Breakthrough Starshot, the research and engineering programme launched in April 2016, which aims to demonstrate proof of concept for ultra-fast light-driven “nanocraft”, laying the foundation for the first launch to Alpha Centauri within a generation.	Að finna nálægustu fjarreikistjörnurnar er mikilvægt fyrir Breakthrough Starshot verkefnið, sem hleypt var af stokkunum í apríl 2016 og snýst um að sýna fram á fýsileika gríðarhraðra ljósknúinna „nanókanna“ fyrir fyrsta ferðalagið til Alfa Centauri í náinni framtíð.
Detecting a habitable planet is an enormous challenge due to the brightness of the planetary systems host star, which tends to overwhelm the relatively dim planets.	Leit að lífvænlegum reikistjörnum er mjög erfið vegna birtunnar frá móðurstjörnunni í sólkerfinu sem yfirgnæfir daufa birtu reikistjarnanna.
One way to make this easier is to observe in the mid-infrared wavelength range, where the thermal glow from an orbiting planet greatly reduces the brightness gap between it and its host star.	Ein leið til þess er að gera mælingar á mið-innrauðum bylgjulengdum þar sem hitageislun frá reikistjörnunni dregur verulega úr birtumuninum á milli hennar og móðurstjörnunnar.
But even in the mid-infrared, the star remains millions of times brighter than the planets to be detected, which calls for a dedicated technique to reduce the blinding stellar light.	Í mið-innrauðu ljósi er stjarnan þrátt fyrir það milljón sinnum bjartari en reikistjarnan sem verið er að mæla, svo beita þarf sérstakri tækni til að draga úr glýju stjörnunnar.
The existing mid-infrared instrument VISIR on the VLT will provide such performance if it were enhanced to greatly improve the image quality using adaptive optics, and adapted to employ a technique called coronagraphy to reduce the stellar light and thereby reveal the possible signal of potential terrestrial planets.	Mið-innrauða mælitækið VISIR á VLT er fært um slíkar mælingar ef greinigeta þess verður betrumbætt með aðlögunarsjóntækni og notuð verður kórónusjá til að skyggja á stjörnuna og draga þannig hugsanlegar bergreikistjörnur fram.
Breakthrough Initiatives will pay for a large fraction of the necessary technologies and development costs for such an experiment, and ESO will provide the required observing capabilities and time.	Breakthrough Initiatives mun greiða fyrir stóran hluta af þeim kostnaði sem fylgir nýrri tækni og þróun hennar en ESO veitir sjónaukana og mælingatímann.
The new hardware includes an instrument module contracted to Kampf Telescope Optics (KTO), Munich, which will host the wavefront sensor, and a novel detector calibration device.	Nýi búnaðurinn felur í sér tækjaeiningu sem smíðuð er af Kampf Telescope Optics (KTO) í Munchen og samanstendur af bylgjunema og nýjum stillibúnaði.
In addition, there are plans for a new coronagraph to be developed jointly by University of Liège (Belgium) and Uppsala University (Sweden).	Að auki eru áætlanir uppi um nýja kórónusjá sem þróuð verður í samstarfi Liège háskóla í Belgíu og Uppsala háskóla í Svíþjóð.
Detecting and studying potentially habitable planets orbiting other stars will be one of the main scientific goals of the upcoming European Extremely Large Telescope (E-ELT).	Að finna og rannsaka hugsanlega lífvænlegar reikistjörnur í kringum aðrar stjörnur er eitt helsta markmið European Extremely Large Telescope (E-ELT).
Although the increased size of the E-ELT will be essential to obtaining an image of a planet at larger distances in the Milky Way, the light collecting power of the VLT is just sufficient to image a planet around the nearest star, Alpha Centauri.	Þótt E-ELT verði miklu stærri, sem er nauðsynlegt til að taka myndir af fjarreikistjörnum, dugir greinigeta VLT til að taka myndir af reikistjörnu í kringum nálægustu stjörnuna, Alfa Centauri.
The developments for VISIR will also be beneficial for the future METIS instrument, to be mounted on the E-ELT, as the knowledge gained and proof of concept will be directly transferable.	Þróun á VISIR gagnast líka hinu fyrirhugaða METIS tæki sem verður á E-ELT því hægt verður að yfirfæra þekkinguna sem verður til beint á næstu kynslóð tækja.
The huge size of the E-ELT should allow METIS to detect and study exoplanets the size of Mars orbiting Alpha Centauri, if they exist, as well as other potentially habitable planets around other nearby stars.	Stærð E-ELT ætti að gera METIS kleift að greina og rannsaka fjarreikistjörnur á stærð við Mars á braut um Alfa Centauri, ef þær eru til, sem og aðrar hugsanlega lífævnlegar reikistjörnur í kringum aðrar nálægar stjörnur.
ALMA Starts Observing the Sun	ALMA skoðar sólina
New images taken with the Atacama Large Millimeter/submillimeter Array (ALMA) in Chile have revealed otherwise invisible details of our Sun, including a new view of the dark, contorted centre of a sunspot that is nearly twice the diameter of the Earth.	Nýjar myndir teknar með Atacama Large Millimeter/submillimeter Array (ALMA) í Chile hafa leitt í ljós áður óséð smáatriði á sólinni okkar og veitt nýja sýn á dökka, afmyndaða miðju sólbletts sem er nærri tvöfalt stærri að þvermáli en Jörðin.
The images are the first ever made of the Sun with a facility where ESO is a partner.	Þetta er í fyrsta sinn sem stjörnustöð sem tilheyrir meðal annars ESO tekur myndir af sólinni.
The results are an important expansion of the range of observations that can be used to probe the physics of our nearest star.	Mælingarnar útvíkka tíðnisviðið sem stjörnufræðingar geta nú notað til að rannsaka sólina.
The ALMA antennas had been carefully designed so they could image the Sun without being damaged by the intense heat of the focussed light.	Loftnet ALMA voru hönnuð með það í huga að geta tekið myndir af sólinni án þess að verða fyrir skemmdum af völdum hitans frá sólarljósinu.
Astronomers have harnessed ALMA's capabilities to image the millimetre-wavelength light emitted by the Suns chromosphere - the region that lies just above the photosphere, which forms the visible surface of the Sun.	Stjörnufræðingar hafa notað ALMA til að taka mynd á millímetra sviðinu af lithvolfi sólarinnar - svæðinu sem er rétt fyrir ofan ljóshvolfið, sýnilega hluta yfirborðs sólarinnar.
The solar campaign team, an international group of astronomers with members from Europe, North America and East Asia [1], produced the images as a demonstration of ALMAs ability to study solar activity at longer wavelengths of light than are typically available to solar observatories on Earth.	Sólarhópurinn, alþjóðlegur hópur stjörnufræðinga frá Evrópu, Norður Ameríku og austur Asíu [1] tóku myndirnar til að sýna fram á getu ALMA til að rannsaka sólvirkni á lengri bylgjulengdum ljóss en alla jafna eru notaðar í sólarathuganir frá Jörðinni.
Astronomers have studied the Sun and probed its dynamic surface and energetic atmosphere in many ways through the centuries.	Stjörnufræðingar hafa rannsakað sólina og kannað yfirborð hennar og gashjúp með ýmsum hætti í gegnum tíðina.
But, to achieve a fuller understanding, astronomers need to study it across the entire electromagnetic spectrum, including the millimetre and submillimetre portion that ALMA can observe.	En til að öðlast betri skilning á stjörnunni okkar þurfa stjörnufræðingar að rannsaka hana yfir allt rafsegulrófið, þar á meðal á millímetra- og hálfsmillímetra sviðinu sem ALMA mælir.
Since the Sun is many billions of times brighter than the faint objects ALMA typically observes, the ALMA antennas were specially designed to allow them to image the Sun in exquisite detail using the technique of radio interferometry - and avoid damage from the intense heat of the focussed sunlight [2].	Sólin er mörg þúsund milljón sinnum bjartari en daufu fyrirbærin sem ALMA rannsakar alla jafna. Því voru loftnet ALMA sératklega hönnuð til að gera okkur kleift að taka myndir af sólinni í smáatriðum með tækni sem kallast útvarpsvíxlmælingar og til að forðast skemmdir af völdum hitans frá sterku sólarljósinu [2].
